15,2,3,2,0
2,3,4,1,0
3,4,5,1,0
13,14,12,1,0
14,12,15,1,0
12,15,16,2,0
94,83,93,0,1
83,93,95,2,1
93,95,82,0,1
98,99,109,0,1
99,109,104,0,1
109,104,103,0,1
104,103,110,1,1
109,110,111,0,1
110,111,108,0,1
111,108,107,0,1
10,11,12,2,0
11,12,13,2,0
12,13,1,1,0
82,83,86,0,1
83,86,87,0,1
86,87,85,2,1
65,66,67,2,1
66,67,64,2,1
67,64,63,0,1
98,106,107,0,1
106,107,99,0,1
107,99,110,0,1
68,69,71,2,1
69,71,70,0,1
71,70,67,0,1
70,67,66,0,1
75,78,76,2,1
78,76,77,0,1
76,77,79,0,1
34,38,40,2,1
38,40,39,2,1
40,39,37,2,1
56,1,55,0,1
1,55,57,0,1
55,57,58,2,1
36,31,32,2,1
31,32,33,2,1
32,33,34,2,1
33,34,35,2,1
34,35,30,0,1
35,30,29,2,1
86,87,88,0,1
87,88,89,2,1
88,89,90,0,1
81,50,78,0,1
50,78,79,0,1
78,79,80,0,1
33,34,91,0,1
34,91,1,0,1
91,1,35,0,1
9,20,16,1,0
20,16,17,1,0
16,17,21,5,0
17,21,10,5,0
21,10,18,1,0
55,54,109,0,1
54,109,110,2,1
109,110,52,0,1
110,52,53,0,1
75,83,84,0,1
83,84,85,0,1
84,85,74,0,1
85,74,80,0,1
74,80,81,0,1
80,81,82,2,1
47,43,44,2,1
43,44,45,0,1
44,45,46,2,1
45,46,48,0,1
89,38,37,0,1
38,37,93,0,1
37,93,94,0,1
93,94,95,0,1
36,93,34,0,1
93,34,35,0,1
34,35,33,0,1
105,60,102,1,0
60,102,103,1,0
102,103,104,4,0
27,37,36,0,1
37,36,4,0,1
36,4,3,0,1
12,10,9,0,1
10,9,11,0,1
9,11,71,0,1
41,42,99,2,1
42,99,100,2,1
99,100,40,0,1
69,70,67,0,1
70,67,68,0,1
67,68,103,0,1
68,103,66,0,1
55,56,57,0,1
56,57,58,0,1
57,58,54,0,1
81,76,14,1,0
76,14,22,1,0
14,22,20,1,0
22,20,19,1,0
20,19,21,1,0
67,69,70,0,1
69,70,65,0,1
70,65,66,0,1
53,54,55,2,1
54,55,56,0,1
55,56,110,0,1
56,110,111,0,1
16,17,18,1,0
17,18,14,1,0
18,14,15,1,0
14,15,76,1,0
15,76,75,1,0
110,111,52,0,1
111,52,53,0,1
52,53,54,2,1
98,95,96,0,1
95,96,97,2,1
96,97,86,0,1
45,46,43,0,1
46,43,24,0,1
75,73,74,0,1
73,74,62,2,1
74,62,63,0,1
62,63,61,0,1
14,16,15,1,0
16,15,23,1,0
15,23,24,1,0
23,24,26,1,0
24,26,27,1,0
26,27,28,1,0
27,28,25,1,0
76,72,73,0,1
72,73,74,0,1
73,74,75,0,1
7,8,6,0,1
8,6,10,2,1
6,10,11,2,1
20,17,19,1,0
17,19,16,1,0
19,16,18,1,0
76,53,54,0,1
53,54,51,0,1
54,51,52,0,1
63,62,64,0,1
62,64,65,0,1
64,65,61,2,1
58,59,71,0,1
59,71,70,0,1
71,70,55,0,1
70,55,57,0,1
55,57,56,0,1
16,17,14,1,0
17,14,15,1,0
14,15,33,1,0
106,111,108,0,1
111,108,109,0,1
108,109,99,0,1
109,99,105,0,1
99,105,103,0,1
46,47,48,0,1
47,48,49,0,1
48,49,50,2,1
54,55,51,0,1
55,51,52,0,1
51,52,110,0,1
52,51,59,0,1
51,59,61,0,1
59,61,62,0,1
69,68,67,0,1
68,67,66,0,1
67,66,65,0,1
17,16,77,1,0
16,77,78,1,0
77,78,76,1,0
78,76,79,1,0
76,79,80,1,0
79,80,18,1,0
36,37,34,0,1
37,34,93,0,1
34,93,35,0,1
43,44,47,0,1
44,47,45,0,1
47,45,46,0,1
100,107,108,0,1
107,108,98,0,1
108,98,99,0,1
104,103,37,1,0
103,37,35,2,0
37,35,36,1,0
35,36,102,1,0
36,102,34,1,0
98,94,95,0,1
94,95,97,0,1
95,97,96,0,1
17,16,51,1,0
16,51,52,1,0
51,52,53,1,0
53,54,76,1,0
21,76,18,0,1
76,18,17,0,1
18,17,80,0,1
17,80,81,0,1
80,81,20,0,1
52,49,50,0,1
49,50,51,0,1
50,51,64,0,1
68,72,12,1,0
72,12,11,1,0
12,11,13,1,0
11,13,6,1,0
13,6,7,1,0
6,7,5,1,0
7,5,8,1,0
5,8,10,1,0
83,25,23,0,1
25,23,21,2,1
23,21,22,0,1
21,22,24,0,1
63,43,65,0,1
43,65,64,0,1
65,64,55,0,1
64,55,77,0,1
32,33,35,0,1
33,35,34,0,1
35,34,44,0,1
34,44,47,0,1
12,79,78,0,1
79,78,77,0,1
78,77,76,0,1
51,109,52,0,1
109,52,53,0,1
52,53,49,0,1
53,49,50,0,1
49,50,108,0,1
43,100,39,0,1
100,39,40,0,1
39,40,41,2,1
40,41,42,0,1
63,51,62,0,1
51,62,64,0,1
62,64,52,0,1
65,105,106,0,1
105,106,107,0,1
106,107,104,0,1
6,2,3,0,1
4,5,64,0,1
5,64,65,0,1
106,107,49,0,1
107,49,50,0,1
69,82,68,0,1
82,68,70,0,1
68,70,67,0,1
88,89,79,0,1
60,61,49,0,1
61,49,59,0,1
49,59,58,0,1
29,87,30,0,1
87,30,88,0,1
30,88,31,0,1
88,31,32,0,1
30,98,40,0,1
98,40,41,0,1
41,42,39,0,1
105,28,29,1,0
28,29,16,1,0
29,16,15,1,0
81,80,78,1,0
80,78,79,1,0
78,79,14,1,0
21,20,19,0,1
20,19,17,0,1
19,17,18,0,1
17,18,77,0,1
18,77,78,0,1
26,25,89,0,1
25,89,92,0,1
89,92,32,0,1
92,32,34,0,1
19,8,9,0,1
8,9,10,0,1
9,10,7,0,1
10,7,18,0,1
7,18,17,0,1
49,50,45,0,1
50,45,40,0,1
45,40,46,0,1
50,48,49,0,1
48,49,47,0,1
49,47,46,0,1
91,89,90,0,1
89,90,88,0,1
90,88,87,0,1
46,87,47,0,1
87,47,48,0,1
47,48,88,0,1
48,88,89,0,1
101,102,103,2,0
103,104,105,1,0
28,84,24,0,1
84,24,25,0,1
24,25,26,0,1
25,26,27,0,1
67,68,69,0,1
68,69,70,0,1
69,70,71,0,1
94,95,83,0,1
95,83,84,0,1
84,85,96,0,1
85,96,92,0,1
96,92,93,0,1
23,25,24,0,1
25,24,21,0,1
24,21,22,0,1
81,21,22,0,1
21,22,23,0,1
22,23,24,0,1
56,55,45,0,1
55,45,54,0,1
45,54,44,0,1
54,44,53,0,1
44,53,52,0,1
38,39,40,0,1
40,41,28,0,1
41,28,30,0,1
56,52,53,0,1
13,14,24,1,0
14,24,12,1,0
24,12,26,1,0
12,26,23,1,0
82,100,98,0,1
100,98,97,0,1
98,97,99,0,1
10,9,71,0,1
9,71,72,0,1
71,72,11,0,1
72,11,12,0,1
4,3,5,0,1
3,5,6,0,1
5,6,2,0,1
6,2,1,0,1
70,79,80,0,1
79,80,81,0,1
38,37,36,0,1
37,36,104,0,1
36,104,105,0,1
89,97,98,0,1
97,98,99,2,1
98,99,96,0,1
62,1,2,0,1
1,2,3,0,1
3,4,61,0,1
91,92,93,0,1
92,93,89,0,1
93,89,88,0,1
89,88,90,0,1
17,14,13,1,0
14,13,15,1,0
11,13,14,1,0
13,14,10,1,0
74,75,76,0,1
75,76,77,0,1
104,105,100,1,0
105,100,101,1,0
100,101,78,1,0
106,107,103,0,1
