26,63,27,2,1
63,27,29,2,1
27,29,59,2,1
29,59,60,3,1
59,60,61,2,1
60,61,62,3,1
61,62,31,3,1
18,46,47,2,1
46,47,19,0,1
47,19,45,2,1
63,28,60,0,1
28,60,61,2,1
60,61,27,0,1
61,27,26,0,1
27,26,62,0,1
30,54,55,2,0
54,55,58,2,0
55,58,59,3,0
58,59,56,1,0
59,56,31,1,0
60,28,56,0,1
28,56,61,0,1
56,61,27,3,1
27,26,25,0,1
29,30,52,1,0
30,52,57,1,0
52,57,58,3,0
57,58,61,1,0
58,61,59,1,0
61,59,62,1,0
59,62,31,1,0
62,31,49,1,0
31,49,50,1,0
49,50,51,1,0
20,19,48,2,1
19,48,18,2,1
48,18,47,2,1
29,53,54,1,0
53,54,58,2,0
54,58,57,1,0
58,57,60,1,0
57,60,61,1,0
60,61,28,1,0
61,28,59,1,0
28,59,60,1,0
59,60,54,1,0
60,54,63,1,0
30,52,53,1,0
52,53,54,1,0
53,54,62,1,0
54,62,27,1,0
62,27,28,1,0
27,28,61,1,0
28,61,60,1,0
61,60,59,1,0
60,59,29,1,0
27,62,28,1,0
62,28,61,1,0
61,60,29,1,0
60,29,56,1,0
29,56,55,1,0
56,55,54,1,0
55,54,53,1,0
54,53,59,1,0
53,58,54,1,0
58,54,52,1,0
54,52,30,1,0
13,12,4,0,1
12,4,3,0,1
4,3,2,0,1
3,2,11,0,1
54,53,57,1,0
53,57,41,1,0
57,41,58,1,0
52,53,58,1,0
53,58,59,1,0
58,59,28,1,0
59,28,60,1,0
2,5,3,0,1
5,3,4,0,1
3,4,8,0,1
54,28,27,1,0
28,27,61,1,0
27,61,60,1,0
60,59,55,1,0
26,30,61,1,0
30,61,62,1,0
61,62,58,1,0
62,58,59,1,0
58,59,60,1,0
59,60,28,1,0
60,28,29,1,0
28,29,25,1,0
29,25,24,1,0
25,24,63,1,0
28,61,27,1,0
61,27,60,1,0
27,60,54,1,0
60,54,26,1,0
56,59,60,0,1
59,60,26,0,1
60,26,61,0,1
26,61,62,0,1
38,27,61,0,1
27,61,62,0,1
61,62,56,0,1
19,48,47,1,0
48,47,20,1,0
47,20,21,1,0
60,28,61,0,1
61,27,62,0,1
29,52,30,1,0
52,30,28,1,0
30,28,60,1,0
5,4,3,0,1
4,3,1,0,1
3,1,2,0,1
28,61,62,1,0
62,56,54,1,0
56,54,55,1,0
54,55,26,1,0
55,26,27,1,0
26,27,29,1,0
27,29,30,1,0
56,55,53,1,0
55,53,59,1,0
53,59,27,1,0
59,27,26,1,0
27,26,28,1,0
26,28,60,1,0
28,60,12,1,0
33,48,47,0,1
48,47,35,0,1
47,35,34,0,1
30,52,61,1,0
52,61,28,1,0
61,28,27,1,0
28,27,26,1,0
54,55,56,1,0
55,56,26,1,0
56,26,27,1,0
26,27,28,1,0
27,28,1,1,0
52,53,28,1,0
53,28,60,1,0
28,60,59,1,0
60,59,61,1,0
59,61,62,1,0
61,62,55,1,0
62,55,27,1,0
55,27,54,1,0
27,54,30,1,0
54,30,29,1,0
5,6,4,0,1
6,4,12,0,1
4,12,13,0,1
58,59,63,1,0
59,63,27,1,0
63,27,28,1,0
27,28,52,1,0
28,52,53,1,0
53,54,55,1,0
54,55,60,1,0
55,60,61,1,0
62,28,27,0,1
28,27,59,0,1
27,59,61,0,1
18,45,46,0,1
45,46,47,0,1
46,47,20,0,1
47,20,19,0,1
29,30,60,0,1
30,60,62,0,1
60,62,61,0,1
37,38,39,0,1
38,39,40,0,1
39,40,41,0,1
40,41,42,0,1
61,62,63,0,1
62,63,27,0,1
63,27,64,0,1
12,7,2,0,1
7,2,13,0,1
2,13,6,0,1
63,28,27,0,1
26,62,25,0,1
2,3,7,0,1
3,7,6,0,1
7,6,5,0,1
26,25,27,0,1
25,27,62,0,1
30,52,59,1,0
52,59,61,1,0
59,61,28,1,0
61,28,32,1,0
28,32,53,1,0
32,53,58,1,0
30,60,61,0,1
60,61,55,0,1
61,55,56,0,1
55,56,62,0,1
56,62,27,0,1
6,5,4,0,1
5,4,12,0,1
4,12,15,0,1
61,60,62,1,0
60,62,59,1,0
62,59,54,1,0
59,54,27,1,0
57,53,58,1,0
53,58,63,1,0
58,63,27,1,0
27,28,54,1,0
28,54,59,1,0
56,24,25,1,0
24,25,54,1,0
25,54,55,1,0
26,27,61,0,1
62,63,25,0,1
63,25,28,0,1
13,4,8,0,1
4,8,5,0,1
8,5,6,0,1
5,6,7,0,1
27,28,60,0,1
62,63,26,0,1
63,26,25,0,1
28,61,63,0,1
26,28,55,1,0
28,55,62,1,0
55,62,54,1,0
62,54,61,1,0
54,61,60,1,0
60,61,26,0,1
28,27,60,0,1
27,60,29,0,1
62,61,26,1,0
61,26,27,1,0
28,60,54,1,0
60,54,59,1,0
54,59,58,1,0
59,58,63,1,0
20,19,46,0,1
19,46,47,0,1
46,47,48,0,1
57,53,55,1,0
53,55,59,1,0
55,59,60,1,0
26,59,60,0,1
2,12,11,0,1
12,11,4,0,1
11,4,3,0,1
61,62,27,0,1
12,4,13,0,1
4,13,5,0,1
13,5,11,0,1
63,28,29,0,1
28,29,61,0,1
29,61,62,0,1
61,62,60,0,1
62,60,26,0,1
60,26,27,0,1
56,55,29,0,1
55,29,60,0,1
29,60,61,0,1
63,28,59,0,1
62,27,29,0,1
63,27,62,1,0
27,62,26,1,0
62,26,25,1,0
26,25,24,1,0
48,18,20,0,1
18,20,47,0,1
18,20,19,0,1
20,19,47,0,1
19,47,48,0,1
6,7,64,0,1
7,64,3,0,1
64,3,4,0,1
3,4,5,0,1
19,18,48,0,1
18,48,47,0,1
47,20,46,0,1
25,26,62,1,0
26,62,60,1,0
62,60,54,1,0
60,54,55,1,0
54,55,59,1,0
55,59,58,1,0
16,9,26,0,1
9,26,27,0,1
27,28,56,0,1
28,56,60,0,1
56,60,8,0,1
60,8,11,0,1
8,11,12,0,1
11,12,10,0,1
12,10,2,0,1
10,2,1,0,1
2,1,3,0,1
1,3,13,0,1
3,13,4,0,1
24,25,26,1,0
25,26,28,1,0
26,28,27,1,0
63,28,61,0,1
62,60,27,0,1
48,17,18,0,1
17,18,47,0,1
18,47,19,0,1
54,55,27,1,0
55,27,28,1,0
28,60,29,1,0
60,29,61,1,0
63,28,62,0,1
28,62,29,0,1
62,29,38,0,1
28,64,61,0,1
64,61,62,0,1
59,60,29,0,1
60,29,30,0,1
29,30,57,0,1
30,57,28,0,1
60,61,58,0,1
61,58,59,0,1
63,59,28,0,1
59,28,61,0,1
56,26,24,1,0
26,24,25,1,0
24,25,28,1,0
25,28,61,1,0
59,29,27,0,1
29,27,28,0,1
62,26,27,0,1
27,61,28,0,1
61,28,60,0,1
55,56,54,1,0
56,54,58,1,0
54,58,59,1,0
63,29,53,1,0
29,53,52,1,0
53,52,58,1,0
52,58,28,1,0
58,28,59,1,0
28,62,27,0,1
62,27,61,0,1
59,29,63,0,1
29,62,61,0,1
62,61,28,0,1
28,60,27,0,1
60,27,59,0,1
27,59,26,0,1
59,26,30,0,1
52,51,30,1,0
51,30,58,1,0
30,58,29,1,0
58,29,54,1,0
29,54,27,1,0
54,27,28,1,0
60,61,59,1,0
55,27,56,0,1
27,56,59,0,1
61,28,62,0,1
62,29,26,0,1
52,29,54,1,0
29,54,62,1,0
54,62,28,1,0
62,28,30,1,0
28,30,59,1,0
30,59,60,1,0
29,26,27,0,1
26,27,60,0,1
27,60,28,0,1
63,27,26,0,1
61,62,29,0,1
47,20,18,0,1
20,18,19,0,1
60,29,53,1,0
53,52,59,1,0
52,59,58,1,0
59,58,51,1,0
56,59,27,0,1
59,27,61,0,1
63,54,60,1,0
54,60,61,1,0
62,27,26,1,0
27,26,55,1,0
28,56,55,1,0
54,53,60,1,0
53,60,59,1,0
60,59,39,1,0
18,19,48,0,1
18,22,19,1,0
22,19,20,1,0
19,20,48,1,0
62,57,60,0,1
61,27,28,0,1
27,60,26,0,1
60,26,55,0,1
29,63,28,1,0
28,59,55,1,0
59,55,60,1,0
27,62,53,1,0
62,53,54,1,0
29,58,57,1,0
58,57,53,1,0
57,53,54,1,0
48,47,46,0,1
47,46,20,0,1
